"year","month","day","dayofyear","radn_MJm2","radn_Ld","radn_Wm2","maxt_C","mint_C","rain_mm","rain_cm","meanw_ms","tavg"
2021,1,1,1,11.26351872,269.024707841588,130.3648,18.0569118354315,1.51014589188911,0,0,5.6428,11.3157
2021,1,2,2,12.2807664,293.321267976797,142.1385,15.5221118354315,0.465545891889106,0,0,4.2096,9.526
2021,1,3,3,6.32121408,150.979708326541,73.1622,13.1884118354315,1.67144589188911,0,0,4.5995,8.9621
2021,1,4,4,12.2566608,292.745515216176,141.8595,11.6197118354315,-3.94695410811089,0,0,3.7082,5.36855
2021,1,5,5,12.5064,298.710437634007,144.75,18.8900118354315,-2.95325410811089,0,0,3.5804,9.50055
2021,1,6,6,4.97622528,118.855180639849,57.5952,15.3471118354315,3.13134589188911,4.16471235476995,0.416471235476995,2.6284,10.7714
2021,1,7,7,12.29075424,293.55982360091,142.2541,9.63371183543146,-2.84145410811089,1.83271235476995,0.183271235476995,5.9266,4.9283
2021,1,8,8,13.25863296,316.677225573328,153.4564,9.23021183543146,-6.44555410811089,0,0,2.6148,2.9245
2021,1,9,9,13.28949504,317.41435419732,153.8136,10.8906118354315,-5.42195410811089,0,0,2.902,4.2665
2021,1,10,10,2.00756448,47.9498868098963,23.2357,8.42511183543146,-1.64195410811089,6.22571235476995,0.622571235476995,3.9671,4.92375
2021,1,11,11,9.0577872,216.341679340794,104.8355,4.87191183543146,-2.13285410811089,3.36471235476995,0.336471235476995,2.4904,2.9017
2021,1,12,12,13.41493056,320.410332182516,155.2654,14.3858118354315,-3.45885410811089,0,0,4.0631,6.99565
2021,1,13,13,7.92559296,189.299665898308,91.7314,10.6085118354315,-0.997754108110894,0,0,3.9927,6.33755
2021,1,14,14,13.41129312,320.323453360931,155.2233,14.9204118354315,-1.52635410811089,0,0,2.8343,8.2292
2021,1,15,15,12.85022016,306.922446722233,148.7294,14.6862118354315,-0.000854108110894147,0,0,4.6954,8.87485
2021,1,16,16,9.43832736,225.430731164733,109.2399,11.0792118354315,0.179645891889106,0,0,2.506,7.1616
2021,1,17,17,13.3819344,319.622231898354,154.8835,13.2529118354315,-0.901954108110894,0,0,2.9366,7.70765
