"year","month","day","dayofyear","radn_MJm2","radn_Ld","radn_Wm2","maxt_C","mint_C","rain_mm","rain_cm","meanw_ms","tavg"
2021,1,1,1,11.6839152,279.06571216902,135.2305,4.10535193183915,-5.68191734499663,0,0,3.2123,1.205
2021,1,2,2,11.59024032,276.828324559467,134.1463,3.12585193183915,-6.30161734499663,0,0,2.7785,0.4054
2021,1,3,3,12.22073568,291.887457876153,141.4437,8.56495193183915,-5.69231734499663,0,0,4.082,3.4296
2021,1,4,4,12.56494464,300.108753299228,145.4276,4.51395193183915,-5.88931734499663,0,0,3.9935,1.3056
2021,1,5,5,13.20471936,315.389520474305,152.8324,10.3548519318391,-6.37251734499663,0,0,4.1728,3.98445
2021,1,6,6,13.12625088,313.515331738835,151.9242,15.0633519318391,-5.51651734499663,0,0,3.866,6.7667
2021,1,7,7,13.58235648,324.409234331374,157.2032,19.5624519318391,-5.30481734499663,0,0,4.8631,9.1221
2021,1,8,8,13.0700736,312.173559534693,151.274,17.6449519318391,-5.71381734499663,0,0,2.8541,7.95885
2021,1,9,9,12.321072,294.283951356114,142.605,16.7435519318391,-3.98721734499663,0,0,3.8476,8.37145
2021,1,10,10,12.77477568,305.120485035587,147.8562,15.1125519318391,-1.75561734499663,0,0,4.2303,8.67175
2021,1,11,11,13.32281952,318.210296275354,154.1993,13.6118519318391,-2.52241734499663,0,0,2.7522,7.538
2021,1,12,12,13.64278464,325.852537129862,157.9026,18.7199519318391,-3.80571734499663,0,0,3.9184,9.4504
2021,1,13,13,13.84831296,330.761500093895,160.2814,21.9060519318391,-2.92141734499663,0,0,4.7936,11.4856
2021,1,14,14,13.44468672,321.121046342938,155.6098,18.8451519318391,4.92108265500337,0,0,7.0316,13.8764
2021,1,15,15,13.45150368,321.283866747286,155.6887,16.4880519318391,-1.38491734499663,0,0,4.8921,9.54485
2021,1,16,16,13.27394304,317.042900803371,153.6336,19.2422519318391,1.48378265500337,0,0,4.1589,12.3563
2021,1,17,17,13.46342688,321.568647682647,155.8267,17.9087519318391,-0.88291734499663,0,0,2.8291,10.5062
2021,1,18,18,12.97182816,309.827005899918,150.1369,26.3534519318391,2.77818265500337,0,0,4.7672,16.5591
2021,1,19,19,13.7452896,328.30082772198,159.089,22.6275519318391,3.79258265500337,0,0,3.5613,15.20335
2021,1,20,20,13.6338768,325.639776880328,157.7995,22.8791519318391,-0.31591734499663,0,0,4.0052,13.2749
2021,1,21,21,11.8013328,281.870185293335,136.5895,23.0608519318391,9.13008265500337,0,0,6.8213,18.08875
2021,1,22,22,14.44615776,345.040787646286,167.2009,21.3007519318391,5.14808265500337,0,0,7.3734,15.2177
2021,1,23,23,14.45059872,345.146858226558,167.2523,15.6494519318391,-1.26101734499663,0,0,4.0527,9.1875
2021,1,24,24,13.9921344,334.196618535937,161.946,21.2954519318391,1.08978265500337,0,0,4.7931,13.1859
2021,1,25,25,14.31623808,341.937707265835,165.6972,20.1974519318391,5.62728265500337,0,0,4.9296,14.90565
2021,1,26,26,15.07832064,360.139749021323,174.5176,20.5388519318391,-3.33211734499663,0,0,3.5063,10.59665
2021,1,27,27,14.59810944,348.670093668164,168.9596,23.0695519318391,7.94138265500337,0,0,5.3377,17.49875
2021,1,28,28,14.83050816,354.220845551742,171.6494,26.0442519318391,3.40018265500337,0,0,4.209,16.7155
2021,1,29,29,14.86254528,354.986039543277,172.0202,23.4296519318391,12.1893826550034,0,0,8.719,19.8028
