    time   dayofyr        tmax        tmin         ppt     N2Oflux      NOflux     CH4oxid         NIT     CO2resp
 2022.0000    1     4.30    -3.10     0.09       0.9911       0.0000       2.5507      35.9153    1849.9358
 2022.0000    2    -2.80    -8.80     0.00       0.3831       0.0000       2.4886      17.3280    1329.5092
 2022.0000    3    -4.90    -9.80     0.00       0.3587       0.0000       2.4513      16.7347    1141.7448
 2022.0000    4    -3.10   -10.20     0.02       0.3489       0.0000       2.4283      16.7589    1053.8200
 2022.0000    5    -5.10   -12.30     0.00       0.3402       0.0000       2.4035      16.7773     978.2662
 2022.0000    6    -5.70   -10.30     0.19       0.3344       0.0000       2.3894      16.7927     940.4188
 2022.0000    7    -6.70   -11.40     0.00       0.3287       0.0000       2.3733      16.8053     902.0688
 2022.0000    8   -11.10   -19.70     0.00       0.3214       0.0000       2.3441      16.8128     838.1442
 2022.0000    9    -5.20   -19.20     0.00       0.3179       0.0000       2.3390      16.8196     827.0360
 2022.0000   10    -1.90   -17.80     0.00       0.3152       0.0000       2.3361      16.8263     822.8388
 2022.0000   11     1.10   -11.60     0.00       0.3313       0.0000       2.3149      16.8342     836.4026
 2022.0000   12     0.20   -13.70     0.00       0.3563       0.0000       2.2709      16.8413     822.7816
 2022.0000   13    -0.50   -11.70     0.00       0.3523       0.0000       2.2677      16.8484     817.2694
 2022.0000   14   -11.30   -19.70     0.00       0.3446       0.0000       2.2375      16.8512     760.4975
 2022.0000   15   -15.40   -22.30     0.00       0.2590       0.0000       2.2188      16.8514     726.4279
 2022.0000   16   -14.60   -28.10     0.00       0.2572       0.0000       2.2026      16.8493     699.6158
 2022.0000   17   -10.30   -18.00     0.00       0.2584       0.0000       2.2138      16.8485     715.8811
 2022.0000   18   -17.60   -27.00     0.00       0.2558       0.0000       2.1881      16.8447     678.9080
 2022.0000   19   -20.00   -29.30     0.00       0.2543       0.0000       2.1734      16.8390     657.2460
 2022.0000   20   -10.00   -23.00     0.00       0.2557       0.0000       2.1883      16.8350     676.9055
 2022.0000   21    -8.00   -17.70     0.00       0.2568       0.0000       2.1969      16.8322     691.0716
 2022.0000   22     3.90    -8.30     0.00       0.4173       0.0000       1.5607      16.8335     739.1732
 2022.0000   23     3.50    -6.00     0.00       0.4654       0.0000       1.0719      16.8372     756.3957
 2022.0000   24     1.50    -0.70     0.00       0.4676       0.0000       0.9712      16.8433     772.9446
 2022.0000   25    -0.30    -9.30     0.00       0.4654       0.0000       0.9692      16.8485     749.6030
 2022.0000   26    -8.50   -14.40     0.00       0.4619       0.0000       0.9631      16.8512     710.3187
 2022.0000   27     6.50   -14.40     1.00       0.4588       0.0000       0.7772      16.8466     738.0828
 2022.0000   28     6.40    -4.20     1.16       0.4623       0.0000       0.7865      16.8470     766.4757
 2022.0000   29    -1.80    -9.00     0.00       0.4701       0.0000       0.7857      16.8567     744.0379
 2022.0000   30    -8.60   -16.30     0.00       0.4676       0.0000       0.7824      16.8642     709.5668
 2022.0000   31    -8.90   -18.00     0.00       0.4667       0.0000       0.7835      16.8711     695.0251
 2022.0834   32   -10.90   -20.00     0.00       0.6453       0.0000       0.7838      19.7725     752.5254
 2022.0834   33    -3.90   -17.70     0.00       0.5792       0.0000       0.7903      19.6907     763.3353
 2022.0834   34    -8.10   -14.40     0.00       0.5774       0.0000       0.7932      19.6116     760.0860
