    time   dayofyr        tmax        tmin         ppt     N2Oflux      NOflux     CH4oxid         NIT     CO2resp
 1921.0000    1     7.80     2.80     0.00       0.2525       1.9675       4.6962      21.0450    1636.4782
 1921.0000    2     8.30     6.70     0.48       0.2318       2.2602       4.3538      19.3158    1538.9660
 1921.0000    3    14.40     8.30     1.83       0.2849       8.3174       4.5155      23.7391    3419.8159
 1921.0000    4    14.40    -8.30     1.14       0.2047       0.0000       1.7816       6.7044     914.1313
 1921.0000    5     0.60    -8.90     0.00       0.1993       0.0000       1.5943       6.0892     733.2961
 1921.0000    6    -1.70    -6.10     0.00       0.1977       0.0000       1.5676       6.0632     668.4452
 1921.0000    7    -2.20    -9.40     0.00       0.0746       0.0000       1.5407       6.0377     618.2925
 1921.0000    8    -0.60   -12.80     0.00       0.0743       0.0000       1.5198       6.0126     584.6523
 1921.0000    9     7.80    -3.90     0.00       0.0740       0.0776       1.5454       5.9875     610.1090
 1921.0000   10    14.40    -2.20     0.00       0.0737       0.0847       1.8045       5.9618     696.6304
 1921.0000   11    -1.70    -7.80     0.00       0.0734       0.0894       1.7432       5.9377     519.5524
 1921.0000   12     6.10    -5.60     0.00       0.0731       0.1001       1.9132       5.9135     542.3018
 1921.0000   13    15.00     2.20     3.38       0.0706       0.5501       4.0777       5.8855     731.2063
 1921.0000   14    11.10    -7.20     0.00       0.0703       0.5481       4.1799       5.8605     587.0922
 1921.0000   15     6.70    -7.20     0.51       0.0700       0.0000       2.8706       5.8330     561.9097
 1921.0000   16     8.30    -9.40     0.00       0.0697       0.2396       2.8390       5.8086     510.5639
 1921.0000   17     2.80   -10.00     0.00       0.0694       0.2850       2.9098       5.7847     462.8967
 1921.0000   18     3.30   -12.80     0.20       0.0691       0.1810       2.4401       5.7613     427.7519
 1921.0000   19    -5.60   -18.30     0.05       0.0689       0.0000       2.4825       5.7379     447.1574
 1921.0000   20    -3.90   -13.90     0.00       0.0686       0.1844       2.3651       5.7150     386.0034
 1921.0000   21     4.40    -8.30     0.00       0.0683       0.2198       2.6284       5.6920     425.9114
 1921.0000   22     2.80     0.00     0.00       0.0680       0.2445       2.8459       5.6686     488.2693
 1921.0000   23     1.10    -1.10     0.00       0.0677       0.2681       2.9214       5.6453     489.0991
 1921.0000   24    12.20    -2.20     0.89       0.0689       0.0000       1.4873       5.6200     503.5356
 1921.0000   25    18.90     3.90     0.69       0.0671       0.5227       3.8568       5.5920     728.2428
 1921.0000   26    16.10    -6.70     1.04       0.0668       0.5202       3.6834       5.5651     602.4707
 1921.0000   27    -2.80   -12.20     0.00       0.0665       0.5181       3.3328       5.5424     426.9722
