    time   dayofyr      aglivc     bglivcj     bglivcm      rleavc     frootcj     frootcm      fbrchc      rlwodc      crootc      frnutc
1921.00   1      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00   2      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00   3      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00   4      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00   5      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00   6      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00   7      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00   8      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00   9      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  10      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  11      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  12      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  13      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  14      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  15      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  16      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  17      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  18      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  19      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  20      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  21      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  22      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  23      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  24      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  25      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  26      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  27      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  28      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  29      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  30      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  31      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  32      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  33      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  34      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  35      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  36      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  37      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  38      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  39      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  40      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  41      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  42      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  43      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  44      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  45      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  46      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  47      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  48      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  49      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  50      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  51      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  52      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  53      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  54      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  55      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  56      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  57      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  58      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  59      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  60      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  61      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  62      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  63      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  64      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  65      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  66      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  67      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  68      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  69      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  70      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  71      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  72      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  73      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  74      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  75      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  76      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  77      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  78      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  79      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  80      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  81      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  82      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  83      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  84      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  85      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  86      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  87      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  88      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  89      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  90      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  91      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  92      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  93      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  94      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  95      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  96      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  97      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  98      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  99      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  100      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  101      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  102      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  103      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  104      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  105      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  106      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  107      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  108      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  109      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  110      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  111      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  112      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  113      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  114      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  115      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  116      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  117      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  118      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  119      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  120      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  121      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  122      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  123      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  124      0.5087      0.5345      0.0281      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  125      1.0584      1.0970      0.0588      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  126      1.6241      1.6456      0.0898      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  127      2.1183      2.0519      0.1137      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  128      2.2883      2.1934      0.1230      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  129      2.7319      2.5597      0.1456      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  130      3.1483      2.9187      0.1684      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  131      3.3252      3.0728      0.1800      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  132      4.0380      3.6540      0.2155      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  133      4.8269      4.3251      0.2578      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  134      5.6412      5.0056      0.3026      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  135      6.4692      5.6814      0.3490      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  136      7.2489      6.2665      0.3910      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  137      8.0589      6.8830      0.4364      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  138      8.7588      7.3353      0.4721      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  139      9.4909      7.8310      0.5121      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  140     10.1251      8.2545      0.5484      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  141     10.7270      8.6743      0.5867      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  142     11.4595      9.1544      0.6303      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  143     12.1562      9.6252      0.6768      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  144     12.7605     10.0508      0.7252      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  145     13.5706     10.6097      0.7850      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  146     14.2147     10.9638      0.8260      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  147     14.8934     11.3641      0.8688      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  148     15.5331     11.7375      0.9121      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  149     16.0557     12.0699      0.9579      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  150     16.9594     12.6529      1.0191      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  151     17.8468     13.2209      1.0833      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  152     18.9131     13.8635      1.1509      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  153     19.9000     14.4183      1.2153      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  154     20.6702     14.8590      1.2750      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  155     21.4035     15.2678      1.3283      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  156     22.1790     15.7217      1.3905      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  157     22.9531     16.1711      1.4601      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  158     23.7006     16.5935      1.5326      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  159     24.4183     16.9892      1.6064      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  160     25.0819     17.3357      1.6790      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  161     25.6885     17.6342      1.7475      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  162     26.2717     17.9238      1.8107      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  163     26.8247     18.1868      1.8784      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  164     27.3560     18.4318      1.9452      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  165     27.8875     18.6754      2.0168      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  166     28.3840     18.8886      2.0876      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  167     28.8716     19.0975      2.1589      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  168     29.5832     19.4140      2.2322      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  169     30.1333     19.6122      2.2826      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  170     30.7362     19.8667      2.3373      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  171     31.3304     20.1169      2.3978      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  172     31.9079     20.3485      2.4709      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  173     32.4434     20.5503      2.5464      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  174     32.9387     20.7278      2.6212      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  175     33.4063     20.8840      2.6955      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  176     33.8581     21.0292      2.7696      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  177     38.8133     22.4728      2.9125      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  178     41.8322     23.3198      3.0251      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  179     45.7163     24.4076      3.1540      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  180     47.9505     24.9701      3.2505      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  181     49.8007     25.4151      3.3350      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.50  182     52.3460     26.0587      3.4263      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.50  183     55.5870     26.8442      3.5375      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.50  184     58.2601     27.4815      3.6384      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.50  185     61.6769     28.2729      3.7571      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.50  186     64.6740     28.9313      3.8636      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
