    time   dayofyr      aglivc     bglivcj     bglivcm      rleavc     frootcj     frootcm      fbrchc      rlwodc      crootc      frnutc
1921.00   1      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00   2      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00   3      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00   4      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00   5      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00   6      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00   7      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00   8      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00   9      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  10      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  11      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  12      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  13      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  14      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  15      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  16      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  17      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  18      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  19      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  20      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  21      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  22      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  23      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  24      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  25      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  26      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  27      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  28      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  29      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  30      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.00  31      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  32      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  33      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  34      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  35      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  36      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  37      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  38      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  39      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  40      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  41      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  42      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  43      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  44      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  45      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  46      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  47      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  48      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  49      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  50      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  51      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  52      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  53      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  54      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  55      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  56      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  57      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  58      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.08  59      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  60      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  61      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  62      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  63      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  64      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  65      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  66      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  67      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  68      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  69      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  70      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  71      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  72      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  73      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  74      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  75      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  76      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  77      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  78      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  79      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  80      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  81      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  82      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  83      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  84      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  85      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  86      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  87      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  88      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  89      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.17  90      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  91      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  92      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  93      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  94      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  95      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  96      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  97      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  98      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  99      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  100      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  101      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  102      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  103      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  104      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  105      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  106      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  107      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  108      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  109      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  110      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  111      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  112      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  113      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  114      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  115      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  116      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  117      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  118      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  119      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.25  120      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  121      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  122      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  123      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  124      0.5188      0.5441      0.0286      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  125      1.0851      1.1220      0.0597      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  126      1.6734      1.6897      0.0912      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  127      2.1834      2.1098      0.1154      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  128      2.3525      2.2508      0.1247      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  129      2.7928      2.6155      0.1465      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  130      3.2042      2.9716      0.1685      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  131      3.3784      3.1239      0.1797      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  132      4.1175      3.7217      0.2151      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  133      4.9395      4.4176      0.2573      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  134      5.7909      5.1256      0.3018      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  135      6.6589      5.8302      0.3478      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  136      7.4755      6.4365      0.3895      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  137      8.3261      7.0779      0.4344      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  138      9.0558      7.5402      0.4699      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  139      9.8199      8.0473      0.5089      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  140     10.4412      8.4671      0.5438      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  141     11.0149      8.8723      0.5794      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  142     11.7951      9.3760      0.6219      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  143     12.5201      9.8745      0.6666      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  144     13.1321     10.3130      0.7116      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  145     14.0165     10.9219      0.7693      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  146     14.7136     11.2917      0.8106      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  147     15.4497     11.7122      0.8539      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  148     16.1232     12.1134      0.8972      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  149     16.6063     12.4243      0.9388      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  150     17.5828     13.0534      0.9992      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.33  151     18.5439     13.6699      1.0620      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  152     19.6768     14.3494      1.1293      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  153     20.7274     14.9354      1.1930      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  154     21.5789     15.4201      1.2526      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  155     22.3912     15.8670      1.3079      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  156     23.2606     16.3778      1.3702      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  157     24.1351     16.8928      1.4384      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  158     24.9829     17.3807      1.5094      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  159     25.7991     17.8391      1.5830      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  160     26.5524     18.2378      1.6569      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  161     27.2386     18.5800      1.7258      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  162     27.8998     18.9114      1.7911      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  163     28.5273     19.2169      1.8584      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  164     29.1317     19.5026      1.9254      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  165     29.7401     19.7924      1.9962      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  166     30.3069     20.0447      2.0669      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  167     30.8658     20.2906      2.1417      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  168     31.6413     20.6381      2.2169      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  169     32.2336     20.8427      2.2737      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  170     32.8880     21.1162      2.3328      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  171     33.5344     21.3907      2.3949      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  172     34.1635     21.6525      2.4653      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  173     34.7459     21.8806      2.5392      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  174     35.2837     22.0758      2.6178      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  175     35.7917     22.2463      2.6971      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  176     36.2831     22.4052      2.7764      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  177     41.3671     23.8858      2.9257      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  178     44.3941     24.7373      3.0409      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  179     48.2820     25.8324      3.1705      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  180     50.5459     26.4004      3.2699      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.42  181     52.4206     26.8477      3.3587      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.50  182     54.9963     27.4963      3.4538      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.50  183     58.2765     28.2944      3.5641      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.50  184     60.9701     28.9382      3.6659      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.50  185     64.4603     29.7531      3.7832      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1921.50  186     67.4967     30.4203      3.8909      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
