    time   dayofyr        tmax        tmin         ppt     N2Oflux      NOflux     CH4oxid         NIT     CO2resp
 1921.0000    1     7.80     2.80     0.00       0.2528       1.9693       4.6962      21.0652    1643.1051
 1921.0000    2     8.30     6.70     0.48       0.2320       2.2624       4.3538      19.3347    1545.2053
 1921.0000    3    14.40     8.30     1.83       0.2852       8.3257       4.5155      23.7630    3433.6162
 1921.0000    4    14.40    -8.30     1.14       0.2048       0.0000       1.7816       6.7114     917.8603
 1921.0000    5     0.60    -8.90     0.00       0.1993       0.0000       1.5943       6.0957     736.2926
 1921.0000    6    -1.70    -6.10     0.00       0.1977       0.0000       1.5676       6.0697     671.1797
 1921.0000    7    -2.20    -9.40     0.00       0.0747       0.0000       1.5407       6.0442     620.8238
 1921.0000    8    -0.60   -12.80     0.00       0.0744       0.0000       1.5198       6.0192     587.0477
 1921.0000    9     7.80    -3.90     0.00       0.0741       0.0776       1.5454       5.9941     612.6079
 1921.0000   10    14.40    -2.20     0.00       0.0737       0.0848       1.8045       5.9685     699.4764
 1921.0000   11    -1.70    -7.80     0.00       0.0735       0.0895       1.7432       5.9444     521.6843
 1921.0000   12     6.10    -5.60     0.00       0.0731       0.1002       1.9132       5.9203     544.5272
 1921.0000   13    15.00     2.20     3.38       0.0707       0.5508       4.0777       5.8924     734.1962
 1921.0000   14    11.10    -7.20     0.00       0.0704       0.5487       4.1799       5.8674     589.4988
 1921.0000   15     6.70    -7.20     0.51       0.0701       0.0000       2.8706       5.8400     564.2197
 1921.0000   16     8.30    -9.40     0.00       0.0698       0.2399       2.8390       5.8156     512.6628
 1921.0000   17     2.80   -10.00     0.00       0.0695       0.2854       2.9098       5.7918     464.8028
 1921.0000   18     3.30   -12.80     0.20       0.0692       0.1813       2.4401       5.7684     429.5148
 1921.0000   19    -5.60   -18.30     0.05       0.0689       0.0000       2.4825       5.7450     449.0013
 1921.0000   20    -3.90   -13.90     0.00       0.0687       0.1846       2.3651       5.7222     387.5965
 1921.0000   21     4.40    -8.30     0.00       0.0684       0.2201       2.6284       5.6992     427.6690
 1921.0000   22     2.80     0.00     0.00       0.0681       0.2449       2.8459       5.6759     490.2858
 1921.0000   23     1.10    -1.10     0.00       0.0678       0.2685       2.9214       5.6526     491.1205
 1921.0000   24    12.20    -2.20     0.89       0.0690       0.0000       1.4873       5.6274     505.6179
 1921.0000   25    18.90     3.90     0.69       0.0672       0.5234       3.8568       5.5994     731.2343
 1921.0000   26    16.10    -6.70     1.04       0.0669       0.5209       3.6834       5.5726     604.9492
 1921.0000   27    -2.80   -12.20     0.00       0.0666       0.5188       3.3328       5.5500     428.7389
 1921.0000   28     4.40    -6.10     0.00       0.0663       0.5167       3.6535       5.5272     463.7032
 1921.0000   29     6.10    -6.10     0.00       0.0661       0.5148       3.9095       5.5048     470.6896
 1921.0000   30    -5.00   -16.10     0.00       0.0658       0.5129       3.6492       5.4834     368.7598
 1921.0000   31    -1.10   -10.60     0.00       0.0655       0.5114       3.8729       5.4623     383.2967
 1921.0834   32     0.00   -12.20     0.00       0.1005       0.7851       3.9878       8.3731     413.8996
 1921.0834   33    -1.10    -9.40     0.00       0.1001       0.7835       4.1601       8.3393     420.0322
 1921.0834   34     0.00   -12.80     0.00       0.0997       0.7828       4.2467       8.3062     402.3534
 1921.0834   35     4.40    -7.80     0.00       0.0993       0.7844       4.6567       8.2731     438.8756
 1921.0834   36     5.60    -6.70     0.00       0.0989       0.7885       5.0044       8.2401     457.2577
 1921.0834   37     1.10    -0.05     0.00       0.0985       0.7882       5.2236       8.2067     488.7059
 1921.0834   38     3.30    -3.90     0.00       0.0981       0.7931       5.4165       8.1738     476.9944
 1921.0834   39     2.20    -5.00     0.15       0.0977       0.7775       5.0096       8.1392     465.9062
 1921.0834   40     2.80    -1.70     0.74       0.0972       0.0000       5.0604       8.1002     478.8370
 1921.0834   41     4.40    -3.90     0.00       0.1185       0.0000       3.0706       8.0648     484.3175
 1921.0834   42     3.30    -3.30     0.08       0.1397       0.5372       2.8293       8.0295     492.9892
 1921.0834   43     0.00    -5.60     0.00       0.1095       0.4914       2.8938       7.9943     464.1869
 1921.0834   44    -0.60    -4.40     1.42       0.1052       0.0000       2.9239       7.9563     477.0410
 1921.0834   45     1.10    -1.70     2.29       0.1025       0.0000       2.9370       7.9186     484.3796
 1921.0834   46     0.60    -2.80     0.66       0.1006       0.0000       2.9366       7.8812     484.9975
 1921.0834   47    -1.10    -5.60     0.13       0.0991       0.0000       2.9307       7.8472     482.3221
 1921.0834   48     1.70    -4.40     0.00       0.0981       0.0000       2.9336       7.8135     483.4690
 1921.0834   49     3.30    -5.00     0.08       0.0973       0.0000       2.9339       7.7800     483.4655
 1921.0834   50     0.00    -7.20     0.25       0.0966       0.0000       2.9252       7.7468     479.0134
 1921.0834   51    -5.60   -18.90     0.00       0.0960       0.0000       2.8971       7.7139     465.3699
 1921.0834   52    -3.90   -11.10     0.15       0.0953       0.0000       2.9039       7.6813     467.3306
 1921.0834   53    -4.40    -9.40     0.76       0.0947       0.0000       2.9082       7.6458     469.0396
 1921.0834   54     0.00   -11.70     0.25       0.0941       0.0000       2.9101       7.6135     469.8014
 1921.0834   55    -1.70   -11.70     0.25       0.0935       0.0000       2.9089       7.5814     469.0350
 1921.0834   56    -7.80   -23.30     0.00       0.0930       0.0000       2.8931       7.5497     461.4550
 1921.0834   57    -5.00   -16.70     0.00       0.0924       0.0000       2.8956       7.5181     461.8023
 1921.0834   58     0.60   -20.00     0.00       0.0919       0.0000       2.8940       7.4867     460.7217
 1921.0834   59     4.40    -6.10     1.73       0.0913       0.0000       2.9089       7.4526     467.0970
 1921.1666   60    -3.30   -11.70     0.28       0.1305       0.0000       2.9089      10.7254     421.9502
 1921.1666   61    -3.30   -14.40     0.25       0.1298       0.0000       2.9106      10.6784     422.3820
 1921.1666   62     0.00   -17.20     0.00       0.1291       0.0000       2.9099      10.6316     421.8142
 1921.1666   63     4.40   -10.60     0.00       0.1284       0.0000       2.9077      10.5852     420.4562
 1921.1666   64     7.80     2.80     0.00       0.1278       0.0000       2.9183      10.5389     424.5029
 1921.1666   65     4.40    -7.80     0.00       0.2601       0.0000       1.2311      10.4930     419.1769
 1921.1666   66    10.00    -3.30     0.00       0.4365       0.0000       1.1072      10.4473     425.3278
