    time   dayofyr      aglivc     bglivcj     bglivcm      rleavc     frootcj     frootcm      fbrchc      rlwodc      crootc      frnutc
1850.00   1      8.1755    241.2664    125.3152      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00   2      8.1755    241.1762    125.3463      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00   3      8.1755    241.0971    125.3662      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00   4      8.1755    241.0317    125.3715      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00   5      8.1755    240.9754    125.3661      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00   6      8.1755    240.9227    125.3558      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00   7      8.1755    240.8723    125.3418      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00   8      8.1755    240.8231    125.3251      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00   9      8.1755    240.7736    125.3093      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  10      8.1755    240.7233    125.2950      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  11      8.1755    240.6750    125.2762      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  12      8.1755    240.6266    125.2575      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  13      8.1755    240.5725    125.2492      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  14      8.1755    240.5242    125.2302      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  15      8.1755    240.4760    125.2106      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  16      8.1755    240.4272    125.1868      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  17      8.1755    240.3761    125.1605      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  18      8.1755    240.3213    125.1320      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  19      8.1755    240.2685    125.1045      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  20      8.1755    240.2082    125.0731      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  21      8.1755    240.1523    125.0440      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  22      8.1755    240.1022    125.0185      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  23      8.1755    240.0527    124.9935      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  24      8.1755    240.0040    124.9697      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  25      8.1755    239.9535    124.9562      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  26      8.1755    239.9055    124.9352      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
