    time   dayofyr      aglivc     bglivcj     bglivcm      rleavc     frootcj     frootcm      fbrchc      rlwodc      crootc      frnutc
1850.00   1      7.6858    241.8283    120.6893      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00   2      7.6858    241.6865    120.7707      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00   3      7.6858    241.5672    120.8307      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00   4      7.6858    241.4694    120.8699      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00   5      7.6858    241.3882    120.8926      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00   6      7.6858    241.3164    120.9056      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00   7      7.6858    241.2515    120.9110      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00   8      7.6858    241.1915    120.9108      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00   9      7.6858    241.1323    120.9097      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  10      7.6858    241.0729    120.9088      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  11      7.6858    241.0179    120.9024      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  12      7.6858    240.9637    120.8949      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  13      7.6858    240.9039    120.8945      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  14      7.6858    240.8504    120.8861      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  15      7.6858    240.7980    120.8761      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  16      7.6858    240.7486    120.8610      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  17      7.6858    240.7004    120.8419      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  18      7.6858    240.6520    120.8197      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  19      7.6858    240.6036    120.7978      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  20      7.6858    240.5529    120.7728      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  21      7.6858    240.5031    120.7485      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  22      7.6858    240.4549    120.7270      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  23      7.6858    240.4068    120.7062      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  24      7.6858    240.3588    120.6867      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  25      7.6858    240.3077    120.6749      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
1850.00  26      7.6858    240.2586    120.6592      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000
