    time   dayofyr        tmax        tmin         ppt     N2Oflux      NOflux     CH4oxid         NIT     CO2resp
 1989.0000    1    -0.10    -7.70     0.00       1.1726       0.0000       3.9237      57.1547    2050.5626
 1989.0000    2    -0.20    -8.50     0.00       0.7957       0.0000       4.2785      33.2955    1385.0041
 1989.0000    3    -2.00    -9.30     0.13       0.6169       0.0000       4.5723      22.0547    1114.4206
 1989.0000    4    -2.30   -17.90     0.00       0.4581       0.0000       4.8443      14.7037     940.7014
 1989.0000    5     0.60   -10.80     0.00       0.3095       0.0000       4.9125      14.4511     873.3773
 1989.0000    6    -0.80    -2.80     0.03       0.3440       0.0000       5.2179      14.4564     827.6890
 1989.0000    7    10.90    -2.00     1.70       0.2823       0.0000       5.5322      14.4658     806.6442
 1989.0000    8     4.30   -11.30     0.00       0.3574       0.0000       4.8515      14.4681     757.6890
 1989.0000    9    -5.80   -12.30     0.00       0.3396       0.0000       5.1222      14.4661     685.1637
 1989.0000   10     0.80    -7.60     0.00       0.3523       0.0000       5.0558      14.4643     677.0344
 1989.0000   11     1.90    -7.60     0.00       0.4429       0.0000       4.7461      14.4633     683.4623
 1989.0000   12     4.40    -5.60     0.03       0.3867       0.0000       4.1750      14.4627     682.1069
 1989.0000   13    -1.10    -7.50     0.00       0.3619       0.0000       4.4093      14.4610     660.7839
 1989.0000   14    -4.00    -8.40     0.03       0.2568       0.0000       4.6177      14.4581     634.4390
 1989.0000   15     0.70    -4.10     0.05       0.2146       0.0000       4.6754      14.4555     629.7378
 1989.0000   16     2.10    -4.90     0.00       0.2224       0.0000       4.3143      14.4534     633.4527
 1989.0000   17     3.10    -0.60     0.00       0.2619       0.0000       3.8833      14.4516     635.8556
 1989.0000   18     5.20    -1.30     0.00       0.4148       0.6424       3.8810      14.4520     662.6190
 1989.0000   19     7.80    -2.20     0.11       0.4149       0.6426       3.9282      14.4531     671.9110
 1989.0000   20    -0.30   -11.70     0.00       0.3771       0.5844       4.0760      14.4466     568.8791
 1989.0000   21    -1.40   -13.90     0.00       0.3105       0.4828       4.2604      14.4364     514.9037
 1989.0000   22     6.70    -4.30     0.00       0.2222       0.3484       4.6566      14.4304     560.7650
 1989.0000   23    10.30    -1.60     0.00       0.2150       0.3431       5.0269      14.4287     607.1622
 1989.0000   24     6.90    -1.30     0.00       0.2154       0.3514       5.2730      14.4276     609.2751
 1989.0000   25     3.50    -1.70     0.73       0.2195       0.0000       5.3447      14.4310     582.7238
 1989.0000   26     6.90    -2.70     0.00       0.3923       0.6083       4.1806      14.4311     616.4376
 1989.0000   27     4.40    -4.10     0.00       0.3251       0.5060       4.4017      14.4288     595.9104
 1989.0000   28     8.90    -1.50     0.20       0.3817       0.6777       4.2880      14.4298     628.5954
 1989.0000   29     3.70     1.00     0.56       0.4202       0.6508       3.5308      14.4381     638.2078
 1989.0000   30     2.10    -1.70     0.03       0.3929       0.6085       3.6431      14.4385     614.0241
 1989.0000   31    14.50    -0.20     0.00       0.3314       0.5141       4.0498      14.4453     690.0155
 1989.0834   32     9.40    -6.30     0.00       0.2577       0.4016       4.2561      17.2163     701.6888
 1989.0834   33    -6.10    -8.40     0.00       0.2340       0.3658       4.2712      17.1891     598.3804
 1989.0834   34    -5.00   -12.30     0.00       0.2312       0.3634       4.3489      17.1593     538.9660
 1989.0834   35    -8.90   -13.10     0.03       0.2316       0.0000       4.4796      17.1305     549.8787
 1989.0834   36    -6.90   -14.90     0.28       0.2314       0.0000       4.5524      17.1020     546.7901
 1989.0834   37    -9.30   -16.20     0.00       0.2309       0.0000       4.6091      17.0733     536.9237
 1989.0834   38    -8.10   -15.20     0.00       0.2305       0.0000       4.6720      17.0447     531.2955
 1989.0834   39    -7.00   -13.70     0.05       0.2303       0.0000       4.7342      17.0163     528.0083
 1989.0834   40   -10.20   -17.60     0.00       0.2296       0.0000       4.7729      16.9876     515.7411
 1989.0834   41    -4.90   -11.70     0.05       0.2297       0.0000       4.8459      16.9595     519.1538
 1989.0834   42    -0.80    -7.70     0.00       0.2299       0.0000       4.9166      16.9321     525.8877
 1989.0834   43     2.10    -7.90     0.00       0.2463       0.3933       4.6838      16.9046     517.1978
 1989.0834   44     1.20    -4.40     0.25       0.2547       0.0000       4.6912      16.8781     531.5778
 1989.0834   45     5.00    -2.70     0.00       0.3199       0.5044       4.5590      16.8536     558.9756
 1989.0834   46     0.10    -6.00     0.13       0.2569       0.0000       4.5854      16.8283     547.3400
 1989.0834   47    -1.90   -13.10     0.00       0.2297       0.0000       4.6180      16.8029     532.3270
 1989.0834   48    -3.90   -17.70     0.00       0.2259       0.3609       4.5579      16.7737     462.1742
 1989.0834   49    -0.70   -17.90     0.00       0.2245       0.3632       4.6743      16.7433     439.4159
 1989.0834   50     0.20    -9.20     0.00       0.2251       0.3702       4.8916      16.7142     453.1341
 1989.0834   51     0.90    -4.40     0.31       0.2262       0.0000       5.0014      16.6868     477.0199
 1989.0834   52    -0.60    -6.90     0.33       0.2265       0.0000       5.0473      16.6601     483.4238
 1989.0834   53    -1.60   -16.20     0.00       0.2260       0.0000       5.0671      16.6334     477.1319
 1989.0834   54    -8.40   -21.30     0.00       0.2251       0.0000       5.0724      16.6061     463.4285
 1989.0834   55    -3.30   -24.20     0.00       0.2246       0.0000       5.1021      16.5787     457.7577
 1989.0834   56     3.80    -5.00     0.00       0.2542       0.4013       4.5199      16.5531     481.7124
 1989.0834   57     2.00    -3.50     0.20       0.3559       0.5556       4.2698      16.5287     495.8002
 1989.0834   58     2.30   -10.40     0.10       0.3551       0.5540       4.2007      16.5027     475.9702
 1989.0834   59    -1.00   -12.70     0.00       0.2640       0.4140       4.2912      16.4755     450.2732
