"Model","Climate_Scenario","Mgmt_Scenario","Scenario_Name","Scenario_Abbrev","SW_5cm_first","SW_5cm_change","SW_15cm_first","SW_15cm_change","SW_35cm_first","SW_35cm_change","SW_60cm_first","SW_60cm_change","DW_5cm_first","DW_5cm_change","DW_15cm_first","DW_15cm_change","DW_35cm_first","DW_35cm_change","DW_60cm_first","DW_60cm_change","DW_0to60cm_first","DW_0to60cm_change","SW_10cm_first","SW_10cm_change","DW_10cm_first","DW_10cm_change","SoilT_5cm_first","SoilT_5cm_change","SoilT_15cm_first","SoilT_15cm_change","SoilT_35cm_first","SoilT_35cm_change","SoilT_60cm_first","SoilT_60cm_change","SoilT_10cm_first","SoilT_10cm_change","NO3_5cm_first","NO3_5cm_change","NO3_15cm_first","NO3_15cm_change","NO3_35cm_first","NO3_35cm_change","NO3_60cm_first","NO3_60cm_change","NO3_0to60cm_first","NO3_0to60cm_change","N2O_5cm_first","N2O_5cm_change","N2O_15cm_first","N2O_15cm_change","N2O_35cm_first","N2O_35cm_change","N2O_60cm_first","N2O_60cm_change","N2O_0to60cm_first","N2O_0to60cm_change","N2O_profile_first","N2O_profile_change","BC_10cm_first","BC_10cm_change","BN_10cm_first","BN_10cm_change","HC_10cm_first","HC_10cm_change","HN_10cm_first","HN_10cm_change","CinB_10cm_first","CinB_10cm_change","CinH_10cm_first","CinH_10cm_change","CinBtoH_10cm_first","CinBtoH_10cm_change","SOC_10cm_first","SOC_10cm_change","SW_2cm_first","SW_2cm_change","SW_20cm_first","SW_20cm_change","SW_30cm_first","SW_30cm_change","SW_45cm_first","SW_45cm_change","DW_2cm_first","DW_2cm_change","DW_10cm_first","DW_10cm_change","DW_20cm_first","DW_20cm_change","DW_30cm_first","DW_30cm_change","DW_45cm_first","DW_45cm_change","WFPS_2cm_first","WFPS_2cm_change","WFPS_5cm_first","WFPS_5cm_change","WFPS_10cm_first","WFPS_10cm_change","WFPS_20cm_first","WFPS_20cm_change","WFPS_30cm_first","WFPS_30cm_change","WFPS_45cm_first","WFPS_45cm_change","WFPS_60cm_first","WFPS_60cm_change","SoilT_2cm_first","SoilT_2cm_change","SoilT_20cm_first","SoilT_20cm_change","SoilT_30cm_first","SoilT_30cm_change","SoilT_45cm_first","SoilT_45cm_change","NO3_2cm_first","NO3_2cm_change","NO3_10cm_first","NO3_10cm_change","NO3_20cm_first","NO3_20cm_change","NO3_30cm_first","NO3_30cm_change","NO3_45cm_first","NO3_45cm_change","CH4_first","CH4_change","CI_first","CI_change"
"APSIM",1,3,"1_3","CC-CR","0.11890276487181","-0.000868218565935996","0.169767550851001","0.00262501914406252","0.182478084164138","0.0086975325787205","0.250848299502374","0.0129427514481625","0.327744295026222","-0.0185928196604292","1.88910665865927","0.0201250512454889","3.62609490944898","0.194751268683244","6.27956870560367","0.287350504140651","12.1225145687312","0.483634004415876","0.145201820026143","0.000787825205003645",NA,NA,"21.6531840823286","0.886872016608692","21.457725681295","0.876920238615103","21.0687994861661","0.850429728574952","20.7048898577199","0.824132671265943","21.5554421573329","0.881449522189307","4841.45830499985","976.788828075257","8811.00922794588","778.434716325022","12550.4547016146","3477.18727351979","15068.9169396203","1553.1215588409","41271.8391741213","6785.53237682029","0.111892738870459","0.0324947337394249","0.344999920321616","0.0100454765773224","0.338713689646524","0.0238037385316924","0.371028794060636","0.0219983031174872","1.16663514289965","0.0883422519655142","0.795653234974883","0.0662701916816365","1523.99400457457","-9.57370590198252","190.499120922755","-1.19468255543711","2831.21245721564","73.0599609450182","235.933000507266","6.09043780689751","0.822900051849943","-0.0799485175970031","0.0892938467531146","-0.0089879956210183","0.413168916161623","0.000295475831264713","6.67255425928209","0.184243226496587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daycent",1,3,"1_3","CC-CR","0.112939778587965","-0.00241348069510658",NA,NA,NA,NA,"0.210810380644228","-0.00126717910191293","0.338819335763595","-0.00724044208502073",NA,NA,NA,NA,"3.16215570961471","-0.0190076864799922","9.93465408502254","-0.201354332306543","0.114276978629813","-0.00192203246259295","0.57138489314805","-0.00961016231195166","19.4382083922678","0.0423313272513717","19.3296374333652","0.145324831161055",NA,NA,"18.5360450864227","0.629182485766993","19.4035318881462","0.0767126587500186","0.188714342837278","0.0356078029052135",NA,NA,NA,NA,"0.285725157013241","0.141566254353344","2.07053431284399","0.988248248697642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.788009091059105","0.035395186462133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.8924137931036","2.01517241379295","0.111798086938224","-0.00245440149363943","0.117007105737566","-0.00185792782073149","0.132065666623654","-0.00321537084915033","0.209864683266309","-0.00732361678203819","0.223596173876449","-0.00490880298727886",0.57138489314805,-0.00961016231195166,"1.17007105737317","-0.0185792782048324","1.32065666623939","-0.0321537084943502","3.14797024894815","-0.109854251684102","0.215949944867175","-0.00624403098629575","0.217971745901306","-0.00589900119715805","0.235110493062092","-0.00509599320600387","0.249074981791475","-0.0049443172797522","0.35504019172164","-0.0110429365545103","0.524555597637609","-0.0256361315430138","0.526648955661616","-0.0100076460049244","19.4990366154818","-0.0222405270385551","19.1818091578294","0.28248440336489","18.9864248978179","0.425052394695239","18.7690787391438","0.54276963650787","0.0650415933719302","0.0125308812990616","0.619275233147143","0.158626595319948","0.315062738722872","0.233272769873004","0.279362224394619","0.217796491267537","0.317353023358243","0.188847453678199","0.000589531152059719","-2.78219340288296e-05","0.175898244254136","0.00251355454365082"
"APSIM",1,41,"1_41","RF05-CR","0.114548309598384","0.00244605451883019","0.169604925643659","-0.00314867303940561","0.185244283262787","-0.00460488072454382","0.255865599339856","-0.00552651590021319","0.28606222743513","0.0166217686941037","1.86433336240881","-0.0738328879747709","3.70427620571143","-0.0696173661368764","6.42932531752097","-0.19456453238185","12.2839971130696","-0.32139301779269","0.142991072384077","-0.000362809420135168",NA,NA,"21.6522086904336","0.885612830604519","21.4579750960684","0.870700109983179","21.0695073672016","0.841083452906187","20.7089467767554","0.810543002378211","21.5549473651958","0.87745421220108","5533.77424363351","-33.9382153522738","9782.09065520553","-450.68055510808","13960.5395050937","1862.32355779937","15644.8380325863","1789.42136689744","44921.2424364171","3167.12615433842","0.102224061955348","0.0258067854548583","0.32381815871676","0.0201809031102522","0.294395269862726","0.0884375569513102","0.321800676100535","0.0947747807293896","1.04223816663585","0.229200026245327","0.720480511413499","0.134368471130836","1457.82227504732","-17.7042177680764","182.228391323594","-2.21421278324186","2699.18614243398","-32.1180930263176","224.932689195154","-2.67506494605649","0.563935189700847","-0.0198076905799836","0.0602532377236074","-0.00197362046225113","0.369716442773752","0.0407313893749937","6.41304788823636","-0.138027551199506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daycent",1,41,"1_41","RF05-CR","0.115222036350313","0.000290653958114492",NA,NA,NA,NA,"0.214192222426601","-0.0047101361903768","0.3456661090508","0.000871961874481408",NA,NA,NA,NA,"3.21288333635416","-0.0706520428107971","10.0972985144675","-0.132890320889006","0.1163931315573","0.000634855805002263","0.58196565778472","0.00317427902679157","17.9520071714868","-1.35582703179182","17.8991806007597","-1.27825734955609",NA,NA,"17.5353718526421","-0.882310925835839","17.9350593235033","-1.33009221196378","0.24517479191804","0.0487442989915772",NA,NA,NA,NA,"0.342265738620694","0.0163919258269952","2.79697785505099","0.473209009317785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.726884065326765","0.0926971072621993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.69379310344834","1.02620689655166","0.114217129823318","0.000527737250101357","0.119260319087845","0.000592257690119696","0.134554939317411","-0.000569603012221365","0.212679771171652","-0.00450443601698755","0.228434259646635","0.00105547450020271",0.58196565778472,0.00317427902679157,"1.19260319087482","0.00592257690482523","1.34554939317562","-0.00569603012372455","3.19019656752551","-0.0675665402055605","0.221344373477253","-0.00153355858703846","0.223033970329717","-0.00163294868476416","0.240096244409839","-0.000741955348072698","0.254513764212061","-0.000645260461227704","0.362357595070021","-0.00482692652014061","0.532903774151746","-0.0206117216594777","0.537010527878035","-0.0216830140242128","17.9827226700977","-1.40485432810993","17.8273976416003","-1.17420804755581","17.7367660154586","-1.06442515781102","17.6392016395865","-0.967544140213185","0.0888390543557619","0.00991418954945462","0.782211564570459","0.245366898445177","0.514347732154498","0.066471880781626","0.423926031632548","0.0368442358736849","0.400212941797879","0.0494755798503824","0.000552851160545084","-4.08556443531504e-05","0.172999377303518","0.0252621887516592"
"APSIM",1,42,"1_42","RF15-CR","0.114547593027583","0.00252490457885621","0.169586838648111","-0.0031276047884938","0.184859547846297","-0.00402423164392521","0.255653485828201","-0.00520047618807773","0.285661375592874","0.0187452246444711","1.86500544164482","-0.075554689951367","3.70250525981232","-0.0715513051543595","6.41868418772648","-0.178946925360619","12.2718562647696","-0.307307695814965","0.142986754242932","-0.000390049270743376",NA,NA,"21.6521398568567","0.885788262108548","21.4565515640131","0.873471645394126","21.067510845881","0.845435256872236","20.7052054322888","0.81796904478561","21.5538528407381","0.879529968065366","5267.46879816578","-143.661161275091","9437.77380491774","-417.466038830404","13255.2436565796","1849.69017933721","14695.8553545384","1822.8474480449","42656.3416140665","3111.41042741162","0.0936497389115375","0.0248342079775185","0.30419880861009","0.0186662045320318","0.277909776357253","0.0848262176783112","0.302812723259926","0.0917971365617137","0.978571047139044","0.220123766749338","0.675768493943465","0.128343676765517","1442.84394187255","2.27600409479919","180.354129220475","0.290202661748509","2692.81860908848","-29.1654753532644","224.403140366822","-2.43364100489114","0.558450447204216","-0.018156559061131","0.0597249378830038","-0.00188001171760303","0.36503689323366","0.0488159416273592","6.38290690621543","-0.116028281548202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daycent",1,42,"1_42","RF15-CR","0.115023340704162","-4.15522671481927e-05",NA,NA,NA,NA,"0.214174928404529","-0.00521076764056172","0.34507002211252","-0.000124656801477607",NA,NA,NA,NA,"3.21262392602097","-0.0781615145614749","10.0927960918007","-0.163943958719075","0.116216157861522","0.000311647040692684","0.581080789305207","0.00155823520586373","18.0550285050781","-1.32725867178888","17.9987066223411","-1.24727729301281",NA,NA,"17.608244218127","-0.839266004232105","18.0369441228768","-1.30071037566498","0.231182692580263","0.0451048546789791",NA,NA,NA,NA,"0.330668918178306","0.00852505332630515","2.6469416057716","0.423520994661552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.707269599714519","0.0757637650730636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.7124137931035","0.761379310344781","0.113983064894521","0.000206271415466031","0.119096609677565","0.000229268552260187","0.134440843016827","-0.00103362543330962","0.212712046508352","-0.00530566643857638","0.227966129789042","0.000412542830932061",0.581080789305207,0.00155823520586373,"1.19096609677211","0.00229268552613293","1.34440843016999","-0.0103362543348142","3.19068069757721","-0.0795849965305813","0.220807894126213","-0.00203080099849018","0.222571097503401","-0.00216047467794481","0.239660590091959","-0.00130284386097729","0.254090180628434","-0.0013132665542232","0.361963895392869","-0.00595732529623033","0.532924982808614","-0.022541477279209","0.536918829056149","-0.0228746517869864","18.0875120282227","-1.37748818031882","17.9222070011518","-1.14025614732022","17.8252309566462","-1.02703668670994","17.7200522011126","-0.926733933947627","0.0833721026336852","0.00940177964259607","0.737197921032394","0.22886961938266","0.481349620117058","0.0637856571225782","0.399416684369554","0.031119134447947","0.383753666860128","0.036714896060699","0.000554946726918462","-3.89610520242795e-05","0.167247470692647","0.0199042242154981"
"APSIM",1,43,"1_43","RF25-CR","0.114584101774874","0.00255196261296935","0.169491455053887","-0.00314265330998922","0.184730216977943","-0.00389963335135052","0.255582765103428","-0.00515155739714757","0.286459603374276","0.0186593430998108","1.86505987963514","-0.0756635659320002","3.68485055966418","-0.0539911495709346","6.41283044602917","-0.17951285586318","12.2492004886959","-0.290508228259425","0.142945157842997","-0.00039749091194774",NA,NA,"21.6519988421404","0.88605140936529","21.4560918517621","0.874428834246366","21.0663834661193","0.847822191624253","20.7042421258494","0.819895657666645","21.5540248177297","0.87963918628822","5039.21910681914","-307.554527833363","9379.09837320708","-759.461852139046","12974.9111131662","1244.26765285188","14216.2153340574","1339.64259476636","41609.443927138","1516.89386775762","0.0865252139872911","0.0214794058622761","0.290155456290888","0.00831824149676896","0.269293007188746","0.0707833209698762","0.294834332575219","0.0738302019190013","0.940808010042805","0.174411170247262","0.645937603902909","0.100678795215474","1447.82659873651","-14.8743360679657","180.976378802399","-1.85798796746789","2700.71621722392","-48.2354367141525","225.060202104823","-4.02520972293317","0.55241343717826","-0.010982463480472","0.059227560211268","-0.00148004489376514","0.36699392294289","0.0440521843236933","6.39990664196918","-0.175309098225763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daycent",1,43,"1_43","RF25-CR","0.114823766680433","-0.000389159718372237",NA,NA,NA,NA,"0.214035787135079","-0.00543837174951414","0.344471300041175","-0.00116747915499266",NA,NA,NA,NA,"3.21053680697864","-0.081575576195176","10.0865963223735","-0.192898640907744","0.116044749840557","-2.98848228264953e-05","0.580223749200829","-0.000149424112177665","18.1650420193878","-1.28886425025878","18.1050130565571","-1.20652913426677",NA,NA,"17.6857061013732","-0.786429196706603","18.1457827220435","-1.26156355587097","0.218140969289395","0.0407043847792941",NA,NA,NA,NA,"0.320483425741293","0.000300415211241134","2.51562226213184","0.357711530524219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.687855673101705","0.0567007572709288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.76413793103452","0.444137931034451","0.113758489621132","-0.000150893634944124","0.118948223313478","-0.000162869917802913","0.134345067444966","-0.00154849027941689","0.212727638621321","-0.00617271814646489","0.227516979242264","-0.000301787269888248",0.580223749200829,-0.000149424112177665,"1.18948223313027","-0.00162869917351349","1.34345067445162","-0.0154849027961252","3.19091457927193","-0.0925907721490913","0.220282318443315","-0.00259260402823716","0.222110369692893","-0.0027227127592141","0.239232952148306","-0.00190299239046329","0.253703195287681","-0.0020524485494427","0.361621344107039","-0.00722954497929573","0.532895331897408","-0.024621387995957","0.536505683389635","-0.0233460849368932","18.1994122082014","-1.34026701459464","18.0235063472118","-1.09658595726463","17.9194864219455","-0.979799883166447","17.8064175133944","-0.876441522259345","0.0782669391995525","0.00863914120359772","0.695543954551516","0.209606124425464","0.453798675308905","0.0558723812175789","0.379276229370252","0.020871903125056","0.37011206867117","0.0217171805617447","0.000557051455879359","-3.6831197257194e-05","0.161359939165203","0.0143826475411865"
"APSIM",1,44,"1_44","RF35-CR","0.114564160786084","0.00254841558752866","0.169382733082487","-0.00313480151221712","0.184888029931094","-0.00437386952960916","0.255604465433923","-0.00522139310348074","0.286372010615796","0.0177015981031804","1.86550848503868","-0.077882529004899","3.68514665313411","-0.0545833365107828","6.41097527632379","-0.179767773250031","12.2480024251054","-0.294532040655533","0.142917009979581","-0.000441270713811504",NA,NA,"21.6520679805287","0.886101954342536","21.4560851459438","0.87446112805916","21.0668945629141","0.847045466313435","20.7034015562196","0.821387975173028","21.554123501293","0.879517347862627","4774.39989870296","-426.802063260129","9138.99151004127","-943.353110702141","12415.5371586168","1079.99063748521","13433.5587430234","1383.56227230827","39762.487310271","1093.39773594458","0.0780869709461498","0.0210296079566369","0.271152776316061","0.008919900540028","0.255421631325788","0.06493845940277","0.280449250851999","0.0660255919516196","0.885110629440424","0.160913559850629","0.604686342470823","0.0949069600734957","1435.71502824035","-16.7249771761251","179.465767364929","-2.09542256977838","2693.14578163022","-60.3437158288034","224.425851069813","-5.02263303058189","0.543198646900362","-0.00212614576454384","0.058211179402872","-0.000665183579089339","0.363669368671275","0.0424120179424123","6.36796010974947","-0.198230137931271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daycent",1,44,"1_44","RF35-CR","0.114602171404511","-0.000688964512008464",NA,NA,NA,NA,"0.213866045179847","-0.00543722862583609","0.343806514213356","-0.00206689353584716",NA,NA,NA,NA,"3.20799067765133","-0.0815584293411749","10.0798222637215","-0.218949391903758","0.115864390686181","-0.000333819247477066","0.579321953429003","-0.00166909623548395","18.2789223684352","-1.23352260695703","18.2151288020033","-1.14937958285153",NA,NA,"17.7655520156576","-0.718840058508093","18.2584471846694","-1.20557639350677","0.205893298607615","0.0360386558918658",NA,NA,NA,NA,"0.311671808353736","-0.0083648603440919","2.39517979406937","0.291340018681702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.669040603436924","0.0363225695620899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.7786206896552","0.208275862068936","0.113502630935063","-0.000457684978892689","0.11879305963889","-0.000512741528321217","0.134242823410936","-0.00202050125305375","0.212755935069793","-0.00716047833381547","0.227005261870126","-0.000915369957785378",0.579321953429003,-0.00166909623548395,"1.18793059638577","-0.00512741528008132","1.34242823411168","-0.0202050125328503","3.19133902599998","-0.107407174960327","0.21970115604505","-0.00305858628529809","0.221603727631545","-0.00318681509664728","0.238788622539685","-0.00242326528557785","0.253298607441556","-0.0026947882947489","0.361264100400903","-0.00838398401424834","0.53288440219326","-0.0269892179466605","0.536024925224345","-0.0232516255418491","18.315573545942","-1.28651529429775","18.128483604107","-1.03667264628504","18.0171012668534","-0.916730856970652","17.895418328685","-0.810485448908874","0.0734556167857108","0.00778417211015223","0.656123349177425","0.190183139676793","0.428226833648526","0.0482513933901714","0.36133818554796","0.0105409388396988","0.358470701947937","0.00690657911757303","0.00055927038782979","-3.48060702212285e-05","0.155458083496027","0.00866276182387177"
