"year","month","day","dayofyear","radn_MJm2","radn_Ld","radn_Wm2","maxt_C","mint_C","rain_mm","rain_cm","meanw_ms","tavg"
2022,1,1,1,3.37092192,80.5131422274409,39.0153,4.05057575953991,-1.28225159958408,1.12792074193877,0.112792074193877,1.6233,3.1098
2022,1,2,2,1.0073376,24.0598617780649,11.659,11.2628757595399,0.93584840041592,27.9989207419388,2.79989207419388,5.371,7.825
2022,1,3,3,7.75702656,185.273523833894,89.7804,2.28297575953991,-5.39165159958408,2.57092074193877,0.257092074193877,5.7204,0.1713
2022,1,4,4,5.450976,130.194414579133,63.09,7.51207575953991,-3.48355159958408,0,0,5.3332,3.7399
2022,1,5,5,7.24584096,173.064057137787,83.8639,7.58627575953991,-0.84715159958408,0,0,3.9746,5.0952
2022,1,6,6,8.44878816,201.795977159744,97.7869,2.94207575953991,-2.43905159958408,0,0,4.1752,1.97715
2022,1,7,7,6.11064864,145.950435735467,70.7251,5.27467575953991,-2.39695159958408,5.08392074193877,0.508392074193877,5.1113,3.1645
2022,1,8,8,5.38188192,128.544129695016,62.2903,1.29507575953991,-10.9026515995841,3.09392074193877,0.309392074193877,7.7312,-3.07815
2022,1,9,9,9.0319104,215.723622165862,104.536,-5.76492424046009,-10.4984515995841,0,0,6.8607,-6.40605
2022,1,10,10,3.18084192,75.9731563013973,36.8153,-5.77972424046009,-9.48415159958408,1.62192074193877,0.162192074193877,2.5717,-5.9063
2022,1,11,11,1.20011328,28.6642329590596,13.8902,1.28527575953991,-8.95115159958408,4.98692074193877,0.498692074193877,5.1248,-2.1073
2022,1,12,12,8.4499632,201.824042527286,97.8005,1.54767575953991,-12.3550515995841,1.16792074193877,0.116792074193877,5.3594,-3.67805
2022,1,13,13,5.87488896,140.319408646197,67.9964,-5.74832424046009,-13.1720515995841,7.28192074193877,0.728192074193877,4.1853,-7.73455
2022,1,14,14,4.98619584,119.09332353797,57.7106,-3.13012424046009,-10.9864515995841,9.59092074193877,0.959092074193877,3.8984,-5.33265
2022,1,15,15,7.70811552,184.105302909925,89.2143,0.620075759539912,-8.37395159958408,2.20192074193877,0.220192074193877,4.7399,-2.1513
2022,1,16,16,8.54986752,204.210217857416,98.9568,-6.17232424046009,-12.7009515995841,0.333920741938767,0.0333920741938767,2.2089,-7.711
2022,1,17,17,6.41113056,153.127328032556,74.2029,-6.21962424046009,-11.2648515995841,0,0,1.7936,-7.0166
2022,1,18,18,7.67031552,183.202464799632,88.7768,-6.57112424046009,-12.8464515995841,0,0,3.1839,-7.98315
2022,1,19,19,8.77735872,209.643755558903,101.5898,-8.57282424046009,-16.5401515995841,0,0,3.9557,-10.83085
2022,1,20,20,5.4565488,130.327518711965,63.1545,-4.09752424046009,-13.6860515995841,0.962920741938767,0.0962920741938767,3.3128,-7.16615
2022,1,21,21,5.01088032,119.682902619366,57.9963,-2.72672424046009,-12.6904515995841,6.81192074193877,0.681192074193877,4.6971,-5.98295
2022,1,22,22,7.0895088,169.330125076612,82.0545,-5.76192424046009,-13.0356515995841,0.0689207419387667,0.00689207419387667,5.2895,-7.67315
2022,1,23,23,6.73282368,160.810841486391,77.9262,-5.04452424046009,-10.3406515995841,1.12692074193877,0.112692074193877,4.8026,-5.96695
2022,1,24,24,8.56337184,204.532763221161,99.1131,-7.56942424046009,-12.4790515995841,0.182920741938767,0.0182920741938767,3.2799,-8.2986
2022,1,25,25,8.5223232,203.552332624133,98.638,0.976975759539912,-12.0548515995841,0,0,6.4178,-3.8133
2022,1,26,26,8.1514944,194.695232808415,94.346,1.55187575953991,-4.49925159958408,1.56792074193877,0.156792074193877,4.6951,0.25195
2022,1,27,27,6.54170688,156.246092000751,75.7142,-2.27112424046009,-10.9162515995841,0,0,1.3386,-4.86805
2022,1,28,28,6.15278592,146.956868070073,71.2128,-1.30072424046009,-9.42375159958408,0.507920741938767,0.0507920741938767,1.6589,-3.6366
2022,1,29,29,6.79965408,162.407059265389,78.6997,-1.89232424046009,-8.47635159958408,0.876920741938767,0.0876920741938767,2.6864,-3.4587
2022,1,30,30,8.69570208,207.693418877674,100.6447,-6.93212424046009,-19.7608515995841,0,0,2.5259,-11.62085
2022,1,31,31,11.60385696,277.153552642169,134.3039,-1.33032424046009,-11.6653515995841,0.145920741938767,0.0145920741938767,4.7832,-4.7722
2022,2,1,32,8.57220192,204.743666203726,99.2153,-3.88392424046009,-8.19185159958408,3.10092074193877,0.310092074193877,4.4549,-4.31225
2022,2,2,33,9.75625344,233.024270352035,112.9196,-5.57782424046009,-15.2265515995841,0.486920741938767,0.0486920741938767,5.0801,-8.67655
