"date","year","dayofyear","N2O_emit_gha","N2O_cum_gha","CH4_net_gha","CH4_cum_gha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1989-01-01,1989,1,0.7155,0.7155,-1.003575,-1.003575,"Daycent","1_55",1,5,5
1989-01-02,1989,2,0.5371,1.2526,-1.077275,-2.08085,"Daycent","1_55",1,5,5
1989-01-03,1989,3,0.5054,1.758,-1.1442,-3.22505,"Daycent","1_55",1,5,5
1989-01-04,1989,4,0.4489,2.2069,-1.20815,-4.4332,"Daycent","1_55",1,5,5
1989-01-05,1989,5,0.4501,2.657,-1.2269,-5.6601,"Daycent","1_55",1,5,5
1989-01-06,1989,6,0.3421,2.9991,-1.30845,-6.96855,"Daycent","1_55",1,5,5
1989-01-07,1989,7,0.2778,3.2769,-1.395425,-8.363975,"Daycent","1_55",1,5,5
1989-01-08,1989,8,0.3441,3.621,-1.21855,-9.582525,"Daycent","1_55",1,5,5
1989-01-09,1989,9,0.3328,3.9538,-1.27735,-10.859875,"Daycent","1_55",1,5,5
1989-01-10,1989,10,0.3413,4.2951,-1.26,-12.119875,"Daycent","1_55",1,5,5
1989-01-11,1989,11,0.5322,4.8273,-1.179,-13.298875,"Daycent","1_55",1,5,5
1989-01-12,1989,12,0.3845,5.2118,-1.032625,-14.3315,"Daycent","1_55",1,5,5
1989-01-13,1989,13,0.3609,5.5727,-1.08155,-15.41305,"Daycent","1_55",1,5,5
1989-01-14,1989,14,0.2119,5.7846,-1.124475,-16.537525,"Daycent","1_55",1,5,5
1989-01-15,1989,15,0.2098,5.9944,-1.138975,-17.6765,"Daycent","1_55",1,5,5
1989-01-16,1989,16,0.2257,6.2201,-1.04605,-18.72255,"Daycent","1_55",1,5,5
1989-01-17,1989,17,0.3602,6.5803,-0.93715,-19.6597,"Daycent","1_55",1,5,5
1989-01-18,1989,18,0.4041,6.9844,-0.966975,-20.626675,"Daycent","1_55",1,5,5
1989-01-19,1989,19,0.4059,7.3903,-0.977275,-21.60395,"Daycent","1_55",1,5,5
1989-01-20,1989,20,0.3714,7.7617,-0.995575,-22.599525,"Daycent","1_55",1,5,5
1989-01-21,1989,21,0.3112,8.0729,-1.033175,-23.6327,"Daycent","1_55",1,5,5
1989-01-22,1989,22,0.2275,8.3004,-1.145775,-24.778475,"Daycent","1_55",1,5,5
1989-01-23,1989,23,0.2082,8.5086,-1.2474,-26.025875,"Daycent","1_55",1,5,5
1989-01-24,1989,24,0.2081,8.7167,-1.309975,-27.33585,"Daycent","1_55",1,5,5
1989-01-25,1989,25,0.211,8.9277,-1.32475,-28.6606,"Daycent","1_55",1,5,5
1989-01-26,1989,26,0.3942,9.3219,-1.02665,-29.68725,"Daycent","1_55",1,5,5
1989-01-27,1989,27,0.3437,9.6656,-1.079425,-30.766675,"Daycent","1_55",1,5,5
1989-01-28,1989,28,0.3884,10.054,-1.055775,-31.82245,"Daycent","1_55",1,5,5
1989-01-29,1989,29,0.41,10.464,-0.88465,-32.7071,"Daycent","1_55",1,5,5
1989-01-30,1989,30,0.3823,10.8463,-0.9078,-33.6149,"Daycent","1_55",1,5,5
1989-01-31,1989,31,0.3227,11.169,-1.0194,-34.6343,"Daycent","1_55",1,5,5
1989-02-01,1989,32,0.2484,11.4174,-1.0614,-35.6957,"Daycent","1_55",1,5,5
1989-02-02,1989,33,0.225,11.6424,-1.05065,-36.74635,"Daycent","1_55",1,5,5
1989-02-03,1989,34,0.2224,11.8648,-1.06295,-37.8093,"Daycent","1_55",1,5,5
1989-02-04,1989,35,0.2239,12.0887,-1.102975,-38.912275,"Daycent","1_55",1,5,5
1989-02-05,1989,36,0.2238,12.3125,-1.121725,-40.034,"Daycent","1_55",1,5,5
1989-02-06,1989,37,0.2233,12.5358,-1.135225,-41.169225,"Daycent","1_55",1,5,5
1989-02-07,1989,38,0.223,12.7588,-1.1517,-42.320925,"Daycent","1_55",1,5,5
1989-02-08,1989,39,0.2229,12.9817,-1.1685,-43.489425,"Daycent","1_55",1,5,5
1989-02-09,1989,40,0.2221,13.2038,-1.176925,-44.66635,"Daycent","1_55",1,5,5
1989-02-10,1989,41,0.2225,13.4263,-1.1987,-45.86505,"Daycent","1_55",1,5,5
1989-02-11,1989,42,0.223,13.6493,-1.219725,-47.084775,"Daycent","1_55",1,5,5
1989-02-12,1989,43,0.273,13.9223,-1.15755,-48.242325,"Daycent","1_55",1,5,5
1989-02-13,1989,44,0.2921,14.2144,-1.163925,-49.40625,"Daycent","1_55",1,5,5
1989-02-14,1989,45,0.3298,14.5442,-1.134475,-50.540725,"Daycent","1_55",1,5,5
1989-02-15,1989,46,0.2808,14.825,-1.137675,-51.6784,"Daycent","1_55",1,5,5
1989-02-16,1989,47,0.2376,15.0626,-1.1435,-52.8219,"Daycent","1_55",1,5,5
1989-02-17,1989,48,0.2174,15.28,-1.111575,-53.933475,"Daycent","1_55",1,5,5
1989-02-18,1989,49,0.2164,15.4964,-1.1407,-55.074175,"Daycent","1_55",1,5,5
1989-02-19,1989,50,0.218,15.7144,-1.206375,-56.28055,"Daycent","1_55",1,5,5
1989-02-20,1989,51,0.2199,15.9343,-1.243575,-57.524125,"Daycent","1_55",1,5,5
1989-02-21,1989,52,0.22,16.1543,-1.257075,-58.7812,"Daycent","1_55",1,5,5
1989-02-22,1989,53,0.2193,16.3736,-1.2613,-60.0425,"Daycent","1_55",1,5,5
1989-02-23,1989,54,0.2181,16.5917,-1.260675,-61.303175,"Daycent","1_55",1,5,5
1989-02-24,1989,55,0.2177,16.8094,-1.269675,-62.57285,"Daycent","1_55",1,5,5
1989-02-25,1989,56,0.2516,17.061,-1.127575,-63.700425,"Daycent","1_55",1,5,5
1989-02-26,1989,57,0.3522,17.4132,-1.064825,-64.76525,"Daycent","1_55",1,5,5
1989-02-27,1989,58,0.3505,17.7637,-1.041825,-65.807075,"Daycent","1_55",1,5,5
1989-02-28,1989,59,0.2664,18.0301,-1.059925,-66.867,"Daycent","1_55",1,5,5
1989-03-01,1989,60,0.2718,18.3019,-1.06255,-67.92955,"Daycent","1_55",1,5,5
1989-03-02,1989,61,0.2526,18.5545,-1.072525,-69.002075,"Daycent","1_55",1,5,5
1989-03-03,1989,62,0.2497,18.8042,-1.1175,-70.119575,"Daycent","1_55",1,5,5
1989-03-04,1989,63,0.4704,19.2746,-0.957675,-71.07725,"Daycent","1_55",1,5,5
1989-03-05,1989,64,0.3698,19.6444,-0.964375,-72.041625,"Daycent","1_55",1,5,5
1989-03-06,1989,65,0.3628,20.0072,-0.97195,-73.013575,"Daycent","1_55",1,5,5
1989-03-07,1989,66,0.3531,20.3603,-0.981325,-73.9949,"Daycent","1_55",1,5,5
1989-03-08,1989,67,0.4127,20.773,-0.769025,-74.763925,"Daycent","1_55",1,5,5
1989-03-09,1989,68,0.2941,21.0671,-0.85675,-75.620675,"Daycent","1_55",1,5,5
1989-03-10,1989,69,55.7423,76.8094,-0.9348,-76.555475,"Daycent","1_55",1,5,5
1989-03-11,1989,70,40.7951,117.6045,-1.0362,-77.591675,"Daycent","1_55",1,5,5
1989-03-12,1989,71,0.2397,117.8442,-1.0413,-78.632975,"Daycent","1_55",1,5,5
1989-03-13,1989,72,25.2212,143.0654,-1.1185,-79.751475,"Daycent","1_55",1,5,5
1989-03-14,1989,73,53.4367,196.5021,-0.9812,-80.732675,"Daycent","1_55",1,5,5
1989-03-15,1989,74,42.117,238.6191,-0.98895,-81.721625,"Daycent","1_55",1,5,5
1989-03-16,1989,75,0.3022,238.9213,-1.0587,-82.780325,"Daycent","1_55",1,5,5
1989-03-17,1989,76,0.2282,239.1495,-1.05485,-83.835175,"Daycent","1_55",1,5,5
1989-03-18,1989,77,0.2272,239.3767,-1.0588,-84.893975,"Daycent","1_55",1,5,5
1989-03-19,1989,78,0.2265,239.6032,-1.06785,-85.961825,"Daycent","1_55",1,5,5
1989-03-20,1989,79,0.2266,239.8298,-1.0835,-87.045325,"Daycent","1_55",1,5,5
1989-03-21,1989,80,0.2259,240.0557,-1.09025,-88.135575,"Daycent","1_55",1,5,5
1989-03-22,1989,81,0.2406,240.2963,-0.776125,-88.9117,"Daycent","1_55",1,5,5
1989-03-23,1989,82,53.2426,293.5389,-0.690375,-89.602075,"Daycent","1_55",1,5,5
1989-03-24,1989,83,47.737,341.2759,-0.825275,-90.42735,"Daycent","1_55",1,5,5
1989-03-25,1989,84,38.8928,380.1687,-0.976675,-91.404025,"Daycent","1_55",1,5,5
1989-03-26,1989,85,0.8754,381.0441,-1.13375,-92.537775,"Daycent","1_55",1,5,5
1989-03-27,1989,86,1.8442,382.8883,-1.33165,-93.869425,"Daycent","1_55",1,5,5
1989-03-28,1989,87,1.7594,384.6477,-0.831925,-94.70135,"Daycent","1_55",1,5,5
1989-03-29,1989,88,0.68,385.3277,-0.87085,-95.5722,"Daycent","1_55",1,5,5
1989-03-30,1989,89,0.4217,385.7494,-0.9238,-96.496,"Daycent","1_55",1,5,5
1989-03-31,1989,90,0.2462,385.9956,-0.93775,-97.43375,"Daycent","1_55",1,5,5
1989-04-01,1989,91,0.2756,386.2712,-1.00005,-98.4338,"Daycent","1_55",1,5,5
1989-04-02,1989,92,0.6216,386.8928,-0.773325,-99.207125,"Daycent","1_55",1,5,5
1989-04-03,1989,93,0.6519,387.5447,-0.769575,-99.9767,"Daycent","1_55",1,5,5
1989-04-04,1989,94,0.883,388.4277,-0.807975,-100.784675,"Daycent","1_55",1,5,5
1989-04-05,1989,95,0.3452,388.7729,-0.803125,-101.5878,"Daycent","1_55",1,5,5
1989-04-06,1989,96,0.2685,389.0414,-0.86695,-102.45475,"Daycent","1_55",1,5,5
1989-04-07,1989,97,0.2624,389.3038,-0.91315,-103.3679,"Daycent","1_55",1,5,5
1989-04-08,1989,98,0.264,389.5678,-0.9905,-104.3584,"Daycent","1_55",1,5,5
1989-04-09,1989,99,0.2525,389.8203,-0.95165,-105.31005,"Daycent","1_55",1,5,5
1989-04-10,1989,100,0.2482,390.0685,-0.9638,-106.27385,"Daycent","1_55",1,5,5
1989-04-11,1989,101,0.2521,390.3206,-1.047525,-107.321375,"Daycent","1_55",1,5,5
1989-04-12,1989,102,0.2721,390.5927,-0.922625,-108.244,"Daycent","1_55",1,5,5
1989-04-13,1989,103,0.2581,390.8508,-1.0033,-109.2473,"Daycent","1_55",1,5,5
1989-04-14,1989,104,0.275,391.1258,-1.06855,-110.31585,"Daycent","1_55",1,5,5
1989-04-15,1989,105,0.4387,391.5645,-1.1927,-111.50855,"Daycent","1_55",1,5,5
1989-04-16,1989,106,0.7711,392.3356,-1.35965,-112.8682,"Daycent","1_55",1,5,5
1989-04-17,1989,107,0.7268,393.0624,-1.356825,-114.225025,"Daycent","1_55",1,5,5
1989-04-18,1989,108,0.2653,393.3277,-1.342575,-115.5676,"Daycent","1_55",1,5,5
1989-04-19,1989,109,0.3511,393.6788,-1.443525,-117.011125,"Daycent","1_55",1,5,5
1989-04-20,1989,110,0.7167,394.3955,-1.60765,-118.618775,"Daycent","1_55",1,5,5
1989-04-21,1989,111,0.7886,395.1841,-1.68005,-120.298825,"Daycent","1_55",1,5,5
1989-04-22,1989,112,0.7227,395.9068,-1.73125,-122.030075,"Daycent","1_55",1,5,5
1989-04-23,1989,113,0.5715,396.4783,-1.76425,-123.794325,"Daycent","1_55",1,5,5
1989-04-24,1989,114,0.9107,397.389,-1.883875,-125.6782,"Daycent","1_55",1,5,5
1989-04-25,1989,115,3.008,400.397,-1.609775,-127.287975,"Daycent","1_55",1,5,5
1989-04-26,1989,116,2.9833,403.3803,-1.74805,-129.036025,"Daycent","1_55",1,5,5
1989-04-27,1989,117,2.5838,405.9641,-1.86415,-130.900175,"Daycent","1_55",1,5,5
1989-04-28,1989,118,1.0469,407.011,-1.798975,-132.69915,"Daycent","1_55",1,5,5
1989-04-29,1989,119,1.1812,408.1922,-1.8823,-134.58145,"Daycent","1_55",1,5,5
1989-04-30,1989,120,0.8632,409.0554,-1.888775,-136.470225,"Daycent","1_55",1,5,5
1989-05-01,1989,121,0.8739,409.9293,-1.92365,-138.393875,"Daycent","1_55",1,5,5
1989-05-02,1989,122,0.6911,410.6204,-1.66165,-140.055525,"Daycent","1_55",1,5,5
1989-05-03,1989,123,1.0695,411.6899,-1.798125,-141.85365,"Daycent","1_55",1,5,5
1989-05-04,1989,124,1.5082,413.1981,-1.847275,-143.700925,"Daycent","1_55",1,5,5
1989-05-05,1989,125,0.9242,414.1223,-1.879475,-145.5804,"Daycent","1_55",1,5,5
1989-05-06,1989,126,0.3334,414.4557,-1.779375,-147.359775,"Daycent","1_55",1,5,5
1989-05-07,1989,127,0.244,414.6997,-1.79215,-149.151925,"Daycent","1_55",1,5,5
1989-05-08,1989,128,0.4471,415.1468,-1.897,-151.048925,"Daycent","1_55",1,5,5
1989-05-09,1989,129,0.6226,415.7694,-1.950875,-152.9998,"Daycent","1_55",1,5,5
1989-05-10,1989,130,0.5399,416.3093,-1.96235,-154.96215,"Daycent","1_55",1,5,5
1989-05-11,1989,131,0.5995,416.9088,-1.96395,-156.9261,"Daycent","1_55",1,5,5
1989-05-12,1989,132,0.8116,417.7204,-1.90795,-158.83405,"Daycent","1_55",1,5,5
1989-05-13,1989,133,0.6517,418.3721,-1.9087,-160.74275,"Daycent","1_55",1,5,5
1989-05-14,1989,134,0.707,419.0791,-1.952925,-162.695675,"Daycent","1_55",1,5,5
1989-05-15,1989,135,1.0166,420.0957,-1.866475,-164.56215,"Daycent","1_55",1,5,5
1989-05-16,1989,136,1.0704,421.1661,-2.000925,-166.563075,"Daycent","1_55",1,5,5
1989-05-17,1989,137,1.2265,422.3926,-2.0491,-168.612175,"Daycent","1_55",1,5,5
1989-05-18,1989,138,1.1339,423.5265,-2.088925,-170.7011,"Daycent","1_55",1,5,5
1989-05-19,1989,139,2.7134,426.2399,-1.741825,-172.442925,"Daycent","1_55",1,5,5
1989-05-20,1989,140,2.306,428.5459,-1.728525,-174.17145,"Daycent","1_55",1,5,5
1989-05-21,1989,141,2.313,430.8589,-1.941825,-176.113275,"Daycent","1_55",1,5,5
